subj_id,gender,age_group,age,age_centered,trial_nr,symmetric_position,target_position,eye_radius,eye_center_left_x,eye_center_right_x,eye_center_left_y,eye_center_right_y,pupil_final_left_x,pupil_final_right_x,pupil_final_left_y,pupil_final_right_y,target_center_x,target_center_y,click_scaled_x,click_dist_from_target_center_x,click_dist_balloons
gp1-20,f,30,31,13,17,4,9,45.1,882.92,1041.46,871.69,871.69,906.46,1061.51,845.99,843.18,1565.46,126.67,1525.01,-40.45,0.25
gp1-20,f,30,31,13,18,4,2,37.28,872.12,1045.89,937.8,937.8,855.67,1026.53,914.25,916.58,305.59,126.67,376,70.41,0.44
gp1-20,f,30,31,13,19,2,7,45.1,882.92,1041.46,871.69,871.69,899.29,1052.05,840.92,838.48,1279.15,126.67,1285.01,5.87,0.04
gp1-21,f,20,21,3,5,1,5,37.28,872.12,1045.89,937.8,937.8,871.38,1039.19,909.08,909.87,851.24,126.67,791.01,-60.24,0.38
gp1-21,f,20,21,3,6,2,4,42.48,854.99,1059.5,923.25,923.25,850.7,1047.61,890.69,892.63,750.11,126.67,743.01,-7.1,0.04
gp1-21,f,20,21,3,7,3,8,42.48,854.99,1059.5,923.25,923.25,873.03,1071.71,895.8,892.76,1378.41,126.67,1261.01,-117.4,0.73
gp1-21,f,20,21,3,8,2,7,45.1,882.92,1041.46,871.69,871.69,895.99,1048.03,839.38,837.46,1184.39,126.67,1164.01,-20.38,0.13
gp1-21,f,20,21,3,9,5,10,37.28,872.12,1045.89,937.8,937.8,892.93,1064.32,918,915.77,1724.53,126.67,1528.01,-196.52,1.23
gp1-21,f,20,21,3,10,1,6,42.48,854.99,1059.5,923.25,923.25,861.48,1057.7,891.05,890.46,1015.67,126.67,1023.01,7.34,0.05
gp1-21,f,20,21,3,11,5,1,37.28,872.12,1045.89,937.8,937.8,854,1025.3,915.51,917.77,212.45,126.67,300,87.55,0.55
gp1-21,f,20,21,3,12,4,9,45.1,882.92,1041.46,871.69,871.69,905.09,1059.65,844.8,841.96,1497.14,126.67,1487.01,-10.12,0.06
gp1-21,f,20,21,3,13,4,2,45.1,882.92,1041.46,871.69,871.69,863.96,1018.72,842.44,845.28,399.93,126.67,508,108.08,0.68
gp1-21,f,20,21,3,14,5,1,42.48,854.99,1059.5,923.25,923.25,834.37,1035.57,897.69,900.75,212.45,126.67,445,232.55,1.45
gp1-21,f,20,21,3,15,3,3,37.28,872.12,1045.89,937.8,937.8,862.9,1031.98,910.6,912.67,597.09,126.67,466,-131.09,0.82
gp1-21,f,20,21,3,16,4,9,45.1,882.92,1041.46,871.69,871.69,905.09,1059.65,844.8,841.96,1497.14,126.67,1487.01,-10.12,0.06
gp1-21,f,20,21,3,17,2,7,42.48,854.99,1059.5,923.25,923.25,867.54,1064.59,892.9,890.8,1184.39,126.67,1236.01,51.62,0.32
gp1-21,f,20,21,3,18,3,8,37.28,872.12,1045.89,937.8,937.8,887.33,1056.79,913.43,911.22,1378.41,126.67,1371.01,-7.4,0.05
gp1-21,f,20,21,3,19,2,4,45.1,882.92,1041.46,871.69,871.69,876.8,1028.77,837.38,839.23,750.11,126.67,597,-153.1,0.96
gp1-22,f,20,22,4,5,5,10,37.28,872.12,1045.89,937.8,937.8,893.69,1065.37,918.83,916.69,1794.17,126.67,1585.79,-208.38,1.3
gp1-22,f,20,22,4,6,2,4,42.48,854.99,1059.5,923.25,923.25,851.3,1048.11,890.61,892.44,764.96,126.67,743.45,-21.52,0.13
gp1-22,f,20,22,4,7,2,7,42.48,854.99,1059.5,923.25,923.25,869.97,1067.64,894.02,891.43,1263.18,126.67,1267.98,4.8,0.03
gp1-22,f,20,22,4,8,4,9,45.1,882.92,1041.46,871.69,871.69,907.47,1062.88,846.95,844.2,1621.96,126.67,1419.86,-202.11,1.26
gp1-22,f,20,22,4,9,3,8,37.28,872.12,1045.89,937.8,937.8,886.4,1055.59,912.88,910.76,1336.81,126.67,1215.95,-120.86,0.76
gp1-22,f,20,22,4,10,4,2,45.1,882.92,1041.46,871.69,871.69,862.21,1017.44,843.65,846.44,332.75,126.67,536.73,203.98,1.27
gp1-22,f,20,22,4,11,1,5,37.28,872.12,1045.89,937.8,937.8,872.27,1040.01,909.07,909.68,876.33,126.67,995.17,118.83,0.74
gp1-22,f,20,22,4,12,1,6,42.48,854.99,1059.5,923.25,923.25,863.77,1060.18,891.6,890.41,1075.92,126.67,1072.51,-3.41,0.02
gp1-22,f,20,22,4,13,5,1,45.1,882.92,1041.46,871.69,871.69,859.13,1015.19,846.21,848.78,187.32,126.67,308.91,121.59,0.76
gp1-22,f,20,22,4,14,1,5,37.28,872.12,1045.89,937.8,937.8,872.27,1040.01,909.07,909.68,876.33,126.67,975.48,99.15,0.62
gp1-22,f,20,22,4,15,5,10,42.48,854.99,1059.5,923.25,923.25,880.04,1081.77,902.01,899.11,1794.17,126.67,1525.33,-268.85,1.68
gp1-22,f,20,22,4,16,2,7,42.48,854.99,1059.5,923.25,923.25,869.97,1067.64,894.02,891.43,1263.18,126.67,1267.98,4.8,0.03
gp1-22,f,20,22,4,17,5,1,45.1,882.92,1041.46,871.69,871.69,859.13,1015.19,846.21,848.78,187.32,126.67,441.1,253.78,1.59
gp1-22,f,20,22,4,18,4,9,37.28,872.12,1045.89,937.8,937.8,891.62,1062.52,916.71,914.38,1621.96,126.67,1363.61,-258.36,1.61
gp1-22,f,20,22,4,19,2,4,42.48,854.99,1059.5,923.25,923.25,851.3,1048.11,890.61,892.44,764.96,126.67,735.01,-29.95,0.19
gp1-23,f,19,19,1,5,1,5,45.1,882.92,1041.46,871.69,871.69,880.63,1032.11,836.91,838.11,833.92,126.67,892,58.08,0.36
gp1-23,f,19,19,1,6,5,10,42.48,854.99,1059.5,923.25,923.25,880.02,1081.74,901.98,899.08,1792.35,126.67,1728,-64.35,0.4
gp1-23,f,19,19,1,7,1,6,37.28,872.12,1045.89,937.8,937.8,879.78,1047.68,910.11,909.13,1096.4,126.67,1125.33,28.94,0.18
gp1-23,f,19,19,1,8,4,9,45.1,882.92,1041.46,871.69,871.69,905.57,1060.3,845.2,842.36,1520.04,126.67,1494.67,-25.38,0.16
gp1-23,f,19,19,1,9,4,2,42.48,854.99,1059.5,923.25,923.25,836.41,1036.97,896.17,899.35,308.62,126.67,550.67,242.04,1.51
gp1-23,f,19,19,1,10,2,7,45.1,882.92,1041.46,871.69,871.69,899.33,1052.11,840.94,838.5,1280.44,126.67,1285.33,4.89,0.03
gp1-23,f,19,19,1,11,3,8,37.28,872.12,1045.89,937.8,937.8,888.45,1058.25,914.17,911.87,1432.42,126.67,1542.67,110.25,0.69
gp1-23,f,19,19,1,12,2,4,42.48,854.99,1059.5,923.25,923.25,845.62,1043.58,891.77,894.52,618,126.67,653.33,35.34,0.22
gp1-23,f,19,19,1,13,5,1,37.28,872.12,1045.89,937.8,937.8,852.47,1024.2,916.85,918.97,111.45,126.67,178.67,67.21,0.42
gp1-23,f,19,19,1,14,2,7,42.48,854.99,1059.5,923.25,923.25,870.46,1068.28,894.28,891.6,1280.44,126.67,1206.67,-73.77,0.46
gp1-23,f,19,19,1,15,4,2,45.1,882.92,1041.46,871.69,871.69,861.64,1017.02,844.09,846.84,308.62,126.67,354.67,46.04,0.29
gp1-23,f,19,19,1,16,1,5,42.48,854.99,1059.5,923.25,923.25,854.12,1050.55,890.42,891.65,833.92,126.67,961.33,127.41,0.8
gp1-23,f,19,19,1,17,2,4,45.1,882.92,1041.46,871.69,871.69,871.24,1024.24,838.85,841.39,618,126.67,625.33,7.34,0.05
gp1-23,f,19,19,1,18,4,9,37.28,872.12,1045.89,937.8,937.8,890.05,1060.39,915.36,913,1520.04,126.67,1688,167.96,1.05
gp1-23,f,19,19,1,19,3,8,45.1,882.92,1041.46,871.69,871.69,903.61,1057.66,843.64,840.83,1432.42,126.67,1525.33,92.92,0.58
gp1-24,,50,50,32,5,4,2,45.1,882.92,1041.46,871.69,871.69,861.8,1017.13,843.97,846.73,315.32,126.67,457.16,141.85,0.89
gp1-24,,50,50,32,6,1,6,37.28,872.12,1045.89,937.8,937.8,875.89,1043.54,909.32,909.17,979.45,126.67,979.02,-0.43,0
gp1-24,,50,50,32,7,4,9,45.1,882.92,1041.46,871.69,871.69,907.45,1062.86,846.93,844.18,1620.98,126.67,1722.06,101.08,0.63
gp1-24,,50,50,32,8,5,1,42.48,854.99,1059.5,923.25,923.25,834.7,1035.8,897.42,900.51,229.22,126.67,248.08,18.85,0.12
gp1-24,,50,50,32,9,3,3,37.28,872.12,1045.89,937.8,937.8,861.76,1031.09,911.01,913.18,558.31,126.67,450.25,-108.05,0.68
gp1-24,,50,50,32,10,2,4,42.48,854.99,1059.5,923.25,923.25,846.85,1044.52,891.43,894.02,651.23,126.67,659.34,8.11,0.05
gp1-24,,50,50,32,11,2,7,37.28,872.12,1045.89,937.8,937.8,883.9,1052.47,911.6,909.84,1236.85,126.67,1516.43,279.58,1.75
gp1-24,,50,50,32,12,3,8,45.1,882.92,1041.46,871.69,871.69,903.99,1058.17,843.93,841.1,1448.5,126.67,1564.81,116.32,0.73
gp1-24,,50,50,32,13,5,10,45.1,882.92,1041.46,871.69,871.69,909.46,1065.62,849.1,846.57,1758.22,126.67,1806.73,48.52,0.3
gp1-24,,50,50,32,14,4,9,42.48,854.99,1059.5,923.25,923.25,877.76,1078.42,899.58,896.4,1620.98,126.67,1620.11,-0.87,0.01
gp1-24,,50,50,32,15,1,6,37.28,872.12,1045.89,937.8,937.8,875.89,1043.54,909.32,909.17,979.45,126.67,1004.94,25.49,0.16
gp1-24,,50,50,32,16,3,3,42.48,854.99,1059.5,923.25,923.25,843.53,1042.01,892.47,895.45,558.31,126.67,567.76,9.45,0.06
gp1-24,,50,50,32,17,5,1,37.28,872.12,1045.89,937.8,937.8,854.28,1025.51,915.29,917.56,229.22,126.67,339.66,110.44,0.69
gp1-24,,50,50,32,18,4,2,45.1,882.92,1041.46,871.69,871.69,861.8,1017.13,843.97,846.73,315.32,126.67,396.68,81.37,0.51
gp1-24,,50,50,32,19,3,8,42.48,854.99,1059.5,923.25,923.25,874.61,1073.91,896.91,893.74,1448.5,126.67,1500.88,52.38,0.33
gp1-25,f,20,28,10,5,1,6,45.1,882.92,1041.46,871.69,871.69,888.5,1039.69,837.28,836.88,1003.67,126.67,1088,84.33,0.53
gp1-25,f,20,28,10,6,2,4,37.28,872.12,1045.89,937.8,937.8,867.31,1035.59,909.48,910.98,734.41,126.67,650.67,-83.74,0.52
gp1-25,f,20,28,10,7,2,7,37.28,872.12,1045.89,937.8,937.8,881.24,1049.32,910.56,909.28,1143.58,126.67,1328,184.42,1.15
gp1-25,f,20,28,10,8,4,2,45.1,882.92,1041.46,871.69,871.69,862.02,1017.3,843.79,846.57,324.82,126.67,144,-180.82,1.13
gp1-25,f,20,28,10,9,1,5,42.48,854.99,1059.5,923.25,923.25,856.52,1052.75,890.44,891.11,892.25,126.67,928,35.75,0.22
gp1-25,f,20,28,10,10,3,8,42.48,854.99,1059.5,923.25,923.25,871.6,1069.78,894.92,892.06,1322.06,126.67,1429.33,107.28,0.67
gp1-25,f,20,28,10,11,4,9,37.28,872.12,1045.89,937.8,937.8,889.86,1060.13,915.2,912.85,1508.81,126.67,1477.33,-31.47,0.2
gp1-25,f,20,28,10,12,3,3,45.1,882.92,1041.46,871.69,871.69,869.63,1022.98,839.47,842.14,575.64,126.67,549.33,-26.31,0.16
gp1-25,f,20,28,10,13,5,10,42.48,854.99,1059.5,923.25,923.25,880.2,1082,902.19,899.32,1808.57,126.67,1578.67,-229.9,1.44
gp1-25,f,20,28,10,14,4,9,45.1,882.92,1041.46,871.69,871.69,905.34,1059.98,845,842.16,1508.81,126.67,1541.33,32.53,0.2
gp1-25,f,20,28,10,15,5,10,37.28,872.12,1045.89,937.8,937.8,893.83,1065.57,918.99,916.87,1808.57,126.67,1749.33,-59.24,0.37
gp1-25,f,20,28,10,16,3,3,45.1,882.92,1041.46,871.69,871.69,869.63,1022.98,839.47,842.14,575.64,126.67,437.33,-138.31,0.86
gp1-25,f,20,28,10,17,1,6,42.48,854.99,1059.5,923.25,923.25,861.02,1057.2,890.96,890.49,1003.67,126.67,981.33,-22.33,0.14
gp1-25,f,20,28,10,18,2,4,37.28,872.12,1045.89,937.8,937.8,867.31,1035.59,909.48,910.98,734.41,126.67,640,-94.41,0.59
gp1-25,f,20,28,10,19,1,5,45.1,882.92,1041.46,871.69,871.69,883.36,1034.62,836.84,837.51,892.25,126.67,773.33,-118.91,0.74
gp1-26,f,50,52,34,5,3,8,45.1,882.92,1041.46,871.69,871.69,902.96,1056.8,843.17,840.39,1406.54,126.67,1260.96,-145.58,0.91
gp1-26,f,50,52,34,6,2,4,42.48,854.99,1059.5,923.25,923.25,849.6,1046.7,890.85,893,722.47,126.67,823.2,100.73,0.63
gp1-26,f,50,52,34,7,1,6,45.1,882.92,1041.46,871.69,871.69,886.8,1037.96,837.05,837.01,966.37,126.67,993.12,26.75,0.17
gp1-26,f,50,52,34,8,5,10,42.48,854.99,1059.5,923.25,923.25,879.98,1081.68,901.94,899.03,1789.13,126.67,1500.01,-289.12,1.81
gp1-26,f,50,52,34,9,1,5,37.28,872.12,1045.89,937.8,937.8,873.2,1040.9,909.09,909.51,902.72,126.67,970.08,67.36,0.42
gp1-26,f,50,52,34,10,5,1,45.1,882.92,1041.46,871.69,871.69,858.46,1014.7,846.86,849.35,149,126.67,394.07,245.08,1.53
gp1-26,f,50,52,34,11,3,3,42.48,854.99,1059.5,923.25,923.25,840.08,1039.52,893.99,897.18,449.09,126.67,546.71,97.62,0.61
gp1-26,f,50,52,34,12,4,2,37.28,872.12,1045.89,937.8,937.8,856.64,1027.24,913.6,915.95,353.33,126.67,448.79,95.46,0.6
gp1-26,f,50,52,34,13,4,9,42.48,854.99,1059.5,923.25,923.25,877.01,1077.34,898.88,895.67,1574.65,126.67,1373.29,-201.37,1.26
gp1-26,f,50,52,34,14,5,1,45.1,882.92,1041.46,871.69,871.69,858.46,1014.7,846.86,849.35,149,126.67,402.71,253.72,1.59
gp1-26,f,50,52,34,15,1,6,37.28,872.12,1045.89,937.8,937.8,875.44,1043.09,909.27,909.21,966.37,126.67,972.96,6.59,0.04
gp1-26,f,50,52,34,16,1,5,45.1,882.92,1041.46,871.69,871.69,883.85,1035.08,836.85,837.42,902.72,126.67,944.16,41.44,0.26
gp1-26,f,50,52,34,17,2,4,37.28,872.12,1045.89,937.8,937.8,866.91,1035.25,909.55,911.12,722.47,126.67,762.72,40.25,0.25
gp1-26,f,50,52,34,18,2,7,42.48,854.99,1059.5,923.25,923.25,871.11,1069.12,894.63,891.85,1303.58,126.67,1243.68,-59.89,0.37
gp1-26,f,50,52,34,19,4,9,37.28,872.12,1045.89,937.8,937.8,890.93,1061.58,916.09,913.74,1574.65,126.67,1456.81,-117.85,0.74
gp1-27,f,20,20,2,5,5,10,45.1,882.92,1041.46,871.69,871.69,908.42,1064.2,847.93,845.27,1682.61,126.67,1507.04,-175.56,1.1
gp1-27,f,20,20,2,6,3,8,42.48,854.99,1059.5,923.25,923.25,874.98,1074.43,897.19,894,1466.02,126.67,1387.51,-78.5,0.49
gp1-27,f,20,20,2,7,3,3,37.28,872.12,1045.89,937.8,937.8,858.85,1028.88,912.32,914.65,449.77,126.67,337.04,-112.73,0.7
gp1-27,f,20,20,2,8,2,7,45.1,882.92,1041.46,871.69,871.69,897.35,1049.66,839.96,837.81,1221.89,126.67,1068.29,-153.59,0.96
gp1-27,f,20,20,2,9,4,9,42.48,854.99,1059.5,923.25,923.25,877.12,1077.51,898.99,895.78,1581.64,126.67,1435.33,-146.32,0.91
gp1-27,f,20,20,2,10,2,4,42.48,854.99,1059.5,923.25,923.25,851.92,1048.63,890.55,892.26,780.18,126.67,722.35,-57.83,0.36
gp1-27,f,20,20,2,11,5,1,45.1,882.92,1041.46,871.69,871.69,859.6,1015.54,845.78,848.39,212.46,126.67,338.45,125.99,0.79
gp1-27,f,20,20,2,12,1,5,37.28,872.12,1045.89,937.8,937.8,871.53,1039.32,909.08,909.84,855.4,126.67,801.1,-54.3,0.34
gp1-27,f,20,20,2,13,4,2,42.48,854.99,1059.5,923.25,923.25,837.16,1037.49,895.66,898.87,340.25,126.67,369.38,29.13,0.18
gp1-27,f,20,20,2,14,3,8,37.28,872.12,1045.89,937.8,937.8,889.09,1059.1,914.62,912.29,1466.02,126.67,1383.29,-82.72,0.52
gp1-27,f,20,20,2,15,1,6,45.1,882.92,1041.46,871.69,871.69,891.65,1043.06,837.95,836.87,1075.6,126.67,1041.57,-34.03,0.21
gp1-27,f,20,20,2,16,4,9,37.28,872.12,1045.89,937.8,937.8,891.03,1061.72,916.18,913.83,1581.64,126.67,1563.29,-18.35,0.11
gp1-27,f,20,20,2,17,2,4,45.1,882.92,1041.46,871.69,871.69,878.16,1029.93,837.16,838.8,780.18,126.67,857.35,77.17,0.48
gp1-27,f,20,20,2,18,2,7,42.48,854.99,1059.5,923.25,923.25,868.73,1066.06,893.42,891.07,1221.89,126.67,1210.32,-11.56,0.07
gp1-27,f,20,20,2,19,3,3,42.48,854.99,1059.5,923.25,923.25,840.1,1039.54,893.98,897.17,449.77,126.67,348.29,-101.48,0.63
gp1-28,f,40,40,22,5,1,5,37.28,872.12,1045.89,937.8,937.8,870.31,1038.21,909.13,910.12,820.86,126.67,954.39,133.53,0.83
gp1-28,f,40,40,22,6,4,9,45.1,882.92,1041.46,871.69,871.69,906.67,1061.79,846.18,843.38,1576.42,126.67,1311.57,-264.85,1.66
gp1-28,f,40,40,22,7,2,7,45.1,882.92,1041.46,871.69,871.69,898.53,1051.1,840.52,838.2,1255.96,126.67,1266.57,10.61,0.07
gp1-28,f,40,40,22,8,3,8,42.48,854.99,1059.5,923.25,923.25,874.29,1073.46,896.67,893.52,1433.43,126.67,1225.79,-207.64,1.3
gp1-28,f,40,40,22,9,2,4,37.28,872.12,1045.89,937.8,937.8,868.96,1037.02,909.25,910.48,782.48,126.67,825.01,42.53,0.27
gp1-28,f,40,40,22,10,4,2,37.28,872.12,1045.89,937.8,937.8,857.2,1027.65,913.25,915.61,379.12,126.67,813.76,434.64,2.72
gp1-28,f,40,40,22,11,1,6,42.48,854.99,1059.5,923.25,923.25,863.45,1059.82,891.51,890.41,1067.35,126.67,1045.79,-21.55,0.13
gp1-28,f,40,40,22,12,3,3,45.1,882.92,1041.46,871.69,871.69,870.22,1023.44,839.23,841.85,591.51,126.67,788.45,196.94,1.23
gp1-28,f,40,40,22,13,5,1,45.1,882.92,1041.46,871.69,871.69,859.4,1015.39,845.96,848.56,201.89,126.67,630.95,429.05,2.68
gp1-28,f,40,40,22,14,1,5,37.28,872.12,1045.89,937.8,937.8,870.31,1038.21,909.13,910.12,820.86,126.67,823.6,2.74,0.02
gp1-28,f,40,40,22,15,3,3,42.48,854.99,1059.5,923.25,923.25,844.68,1042.86,892.07,894.93,591.51,126.67,646.42,54.91,0.34
gp1-28,f,40,40,22,16,4,9,42.48,854.99,1059.5,923.25,923.25,877.04,1077.38,898.91,895.7,1576.42,126.67,1301.73,-274.69,1.72
gp1-28,f,40,40,22,17,5,1,45.1,882.92,1041.46,871.69,871.69,859.4,1015.39,845.96,848.56,201.89,126.67,602.82,400.93,2.51
gp1-28,f,40,40,22,18,3,8,37.28,872.12,1045.89,937.8,937.8,888.47,1058.27,914.18,911.88,1433.43,126.67,1239.86,-193.58,1.21
gp1-28,f,40,40,22,19,4,2,45.1,882.92,1041.46,871.69,871.69,863.4,1018.3,842.82,845.64,379.12,126.67,632.35,253.24,1.58
gp1-29,f,20,21,3,5,3,8,42.48,854.99,1059.5,923.25,923.25,874.64,1073.94,896.93,893.75,1449.59,126.67,1264.01,-185.58,1.16
gp1-29,f,20,21,3,6,5,10,45.1,882.92,1041.46,871.69,871.69,909.97,1066.32,849.71,847.26,1799.66,126.67,1324.01,-475.65,2.97
gp1-29,f,20,21,3,7,1,5,37.28,872.12,1045.89,937.8,937.8,872.96,1040.67,909.09,909.55,895.85,126.67,946.01,50.16,0.31
gp1-29,f,20,21,3,8,4,2,45.1,882.92,1041.46,871.69,871.69,861.32,1016.78,844.33,847.07,294.66,126.67,620.01,325.35,2.03
gp1-29,f,20,21,3,9,3,3,42.48,854.99,1059.5,923.25,923.25,841.39,1040.46,893.35,896.49,492.67,126.67,572,79.33,0.5
gp1-29,f,20,21,3,10,4,9,42.48,854.99,1059.5,923.25,923.25,876.5,1076.6,898.43,895.21,1545.18,126.67,1252.01,-293.17,1.83
gp1-29,f,20,21,3,11,5,1,37.28,872.12,1045.89,937.8,937.8,853.85,1025.2,915.63,917.87,203.71,126.67,316,112.29,0.7
gp1-29,f,20,21,3,12,2,4,45.1,882.92,1041.46,871.69,871.69,875.75,1027.88,837.58,839.59,726.31,126.67,848.01,121.69,0.76
gp1-29,f,20,21,3,13,1,6,45.1,882.92,1041.46,871.69,871.69,887.33,1038.5,837.12,836.96,977.88,126.67,1034.01,56.13,0.35
gp1-29,f,20,21,3,14,4,2,42.48,854.99,1059.5,923.25,923.25,836.09,1036.75,896.39,899.56,294.66,126.67,485,190.34,1.19
gp1-29,f,20,21,3,15,5,1,37.28,872.12,1045.89,937.8,937.8,853.85,1025.2,915.63,917.87,203.71,126.67,637.01,433.3,2.71
gp1-29,f,20,21,3,16,3,8,37.28,872.12,1045.89,937.8,937.8,888.78,1058.69,914.4,912.08,1449.59,126.67,1410.01,-39.58,0.25
gp1-29,f,20,21,3,17,4,9,42.48,854.99,1059.5,923.25,923.25,876.5,1076.6,898.43,895.21,1545.18,126.67,1383.01,-162.17,1.01
gp1-29,f,20,21,3,18,2,7,45.1,882.92,1041.46,871.69,871.69,897.27,1049.56,839.93,837.79,1219.44,126.67,1146.01,-73.43,0.46
gp1-29,f,20,21,3,19,1,6,42.48,854.99,1059.5,923.25,923.25,860,1056.15,890.79,890.58,977.88,126.67,1065.01,87.13,0.54
gp1-30,f,20,20,2,5,1,6,37.28,872.12,1045.89,937.8,937.8,875.6,1043.25,909.29,909.2,971.16,126.67,948.66,-22.5,0.14
gp1-30,f,20,20,2,6,5,1,45.1,882.92,1041.46,871.69,871.69,857.98,1014.35,847.34,849.78,119.8,126.67,140.75,20.95,0.13
gp1-30,f,20,20,2,7,4,2,42.48,854.99,1059.5,923.25,923.25,838.65,1038.52,894.76,897.98,398.02,126.67,427.48,29.46,0.18
gp1-30,f,20,20,2,8,2,7,37.28,872.12,1045.89,937.8,937.8,883.43,1051.91,911.4,909.71,1219.62,126.67,1221.95,2.32,0.01
gp1-30,f,20,20,2,9,3,3,45.1,882.92,1041.46,871.69,871.69,869.77,1023.09,839.41,842.07,579.41,126.67,606.68,27.27,0.17
gp1-30,f,20,20,2,10,2,4,37.28,872.12,1045.89,937.8,937.8,868.36,1036.49,909.32,910.66,764.92,126.67,711.21,-53.7,0.34
gp1-30,f,20,20,2,11,1,5,45.1,882.92,1041.46,871.69,871.69,883.49,1034.74,836.84,837.49,895.06,126.67,927.75,32.69,0.2
gp1-30,f,20,20,2,12,4,9,42.48,854.99,1059.5,923.25,923.25,877.96,1078.73,899.78,896.62,1634.74,126.67,1520.62,-114.12,0.71
gp1-30,f,20,20,2,13,5,10,45.1,882.92,1041.46,871.69,871.69,909.57,1065.78,849.23,846.72,1766.97,126.67,1658.01,-108.97,0.68
gp1-30,f,20,20,2,14,3,3,42.48,854.99,1059.5,923.25,923.25,844.25,1042.55,892.21,895.12,579.41,126.67,657.45,78.04,0.49
gp1-30,f,20,20,2,15,2,4,37.28,872.12,1045.89,937.8,937.8,868.36,1036.49,909.32,910.66,764.92,126.67,754.52,-10.39,0.06
gp1-30,f,20,20,2,16,3,8,45.1,882.92,1041.46,871.69,871.69,903.07,1056.94,843.25,840.46,1410.62,126.67,1366.8,-43.82,0.27
